file_role,path,filename,detected_product,prompt_start_from_filename,included,reason
baseline_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_1.txt,baseline_1.txt,,1,True,baseline answer file
baseline_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_11.txt,baseline_11.txt,,11,True,baseline answer file
baseline_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_16.txt,baseline_16.txt,,16,True,baseline answer file
baseline_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\baseline\baseline_6.txt,baseline_6.txt,,6,True,baseline answer file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_1.txt,beis_2023_2024vsGEO_1.txt,BEIS,1,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_11.txt,beis_2023_2024vsGEO_11.txt,BEIS,11,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,beis_2023_2024vsGEO_16.txt,BEIS,16,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,beis_2023_2024vsGEO_6.txt,BEIS,6,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,delsey_2023_2024vsGEO_1.txt,Delsey,1,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,delsey_2023_2024vsGEO_11.txt,Delsey,11,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_16.txt,delsey_2023_2024vsGEO_16.txt,Delsey,16,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_6.txt,delsey_2023_2024vsGEO_6.txt,Delsey,6,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_1.txt,inusa_2023_2024vsGEO_1.txt,INUSA,1,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_11.txt,inusa_2023_2024vsGEO_11.txt,INUSA,11,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_16.txt,inusa_2023_2024vsGEO_16.txt,INUSA,16,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\inusa_2023_2024vsGEO_6.txt,inusa_2023_2024vsGEO_6.txt,INUSA,6,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\monos_2023_2024vsGEO_1.txt,monos_2023_2024vsGEO_1.txt,Monos,1,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\monos_2023_2024vsGEO_11.txt,monos_2023_2024vsGEO_11.txt,Monos,11,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\monos_2023_2024vsGEO_16.txt,monos_2023_2024vsGEO_16.txt,Monos,16,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\monos_2023_2024vsGEO_6.txt,monos_2023_2024vsGEO_6.txt,Monos,6,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\travel_2023_2024vsGEO_1.txt,travel_2023_2024vsGEO_1.txt,Travelpro,1,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\travel_2023_2024vsGEO_11.txt,travel_2023_2024vsGEO_11.txt,Travelpro,11,True,one-product GEO rewrite file
comparison02_geo_included,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\travel_2023_2024vsGEO_16.txt,travel_2023_2024vsGEO_16.txt,Travelpro,16,True,one-product GEO rewrite file
